"","Year","mean","normalCrime"
"1",1992,606.833333333333,1
"2",1994,594.243137254902,0.979252629368144
"3",1996,544.352941176471,0.897038628689597
"4",1998,492.366666666667,0.811370502609173
"5",2000,443.329411764706,0.730562062781718
"6",2002,437.707843137255,0.721298285861997
"7",2004,416.303921568627,0.68602678643553
"8",2006,443.203921568627,0.730355267622017
"9",2008,427.81568627451,0.704997011163707
"10",2010,385.280392156863,0.634903145548249
